section,d,detectors,p,shots,rate_mwpm,ci_mwpm,rate_pymatching,ci_pymatching,abs_delta,combined_ci,within_ci
accuracy,3,16,0.03,100000,0.10014,0.001860575674098315,0.10019,0.001860988405440077,0.00004999999999999449,0.002631543213445069,true
accuracy,5,72,0.03,100000,0.10667,0.0019133004705005432,0.10556,0.0019045017172852326,0.0011099999999999999,0.0026996009856199116,true
accuracy,7,192,0.03,100000,0.11088,0.0019460897700387821,0.11087,0.0019460129548719862,0.000010000000000010001,0.002752132230395044,true
accuracy,9,400,0.03,100000,0.11018,0.0019407005852839845,0.11156,0.0019513014886537651,0.0013800000000000062,0.0027520712674899968,true
accuracy,11,720,0.03,100000,0.11196,0.001954356467457869,0.11352,0.0019661956616760195,0.001559999999999992,0.002772261636622344,true
section,d,detectors,avg_defects,shots,mwpm_syn_per_s,pymatching_core_syn_per_s,pymatching_e2e_syn_per_s,speedup_core,speedup_e2e
throughput,3,16,1.9,50000,5372444.7,6358255.7,242465.0,0.845,22.158
throughput,5,72,9.5,50000,406834.8,863927.2,191320.6,0.471,2.126
throughput,7,192,26.5,50000,63910.0,277071.4,128940.1,0.231,0.496
throughput,9,400,56.6,50000,13824.9,114551.8,77244.8,0.121,0.179
throughput,11,720,103.4,50000,3604.5,55525.1,44160.8,0.065,0.082
